seqnames,start,width
chr1,5848906,2
chr1,5848674,2
chr1,5848615,2
chr1,5848590,2
chr1,5848489,2
chr1,5848426,2
chr1,5848371,2
chr1,5848339,2
chr1,5848333,2
chr1,5848155,2
chr1,5848127,2
chr1,5847948,2
chr1,5847936,2
chr1,5847902,2
chr1,5847892,2
chr1,5847887,2
chr1,5847825,2
chr1,5847710,2
chr1,5847696,2
chr1,5847337,2
chr1,5847229,2
chr1,5847131,2
chr1,5846997,2
chr1,5846976,2
chr1,5846799,2
chr1,5846770,2
chr1,5846750,2
chr1,5846701,2
chr1,5846547,2
chr1,5846498,2
chr1,5846374,2
chr1,5846308,2
chr1,5846280,2
chr1,5846264,2
chr1,5846075,2
chr1,5846025,2
chr1,5846007,2
chr1,5845638,2
chr1,5845502,2
chr1,5845460,2
chr1,5845426,2
chr1,5845418,2
chr1,5845264,2
chr1,5845052,2
chr1,5844957,2
chr1,5844596,2
chr1,5844521,2
chr1,5844448,2
chr1,5843840,2
chr1,5843832,2
chr1,5843824,2
chr1,5843771,2
chr1,5843717,2
chr1,5843651,2
chr1,5843610,2
chr1,5843591,2
chr1,5843460,2
chr1,5843421,2
chr1,5843399,2
chr1,5843341,2
chr1,5843319,2
chr1,5843144,2
chr1,5843136,2
chr1,5843058,2
chr1,5843028,2
chr1,5842894,2
chr1,5842720,2
chr1,5842367,2
chr1,5842301,2
chr1,5842229,2
chr1,5842103,2
chr1,5842072,2
chr1,5842014,2
chr1,5841902,2
chr1,5841751,2
chr1,5841323,2
chr1,5841231,2
chr1,5841186,2
chr1,5841131,2
chr1,5841092,2
chr1,5840886,2
chr1,5840809,2
chr1,5840747,2
chr1,5840711,2
chr1,5840515,2
chr1,5840444,2
chr1,5840398,2
chr1,5840186,2
chr1,5840090,2
chr1,5839952,2
chr1,5839693,2
chr1,5839470,2
chr1,5839422,2
chr1,5839236,2
chr1,5839150,2
chr1,5839099,2
chr1,5838980,2
chr1,5838905,2
chr1,5838900,2
chr1,5838770,2
chr1,5838596,2
chr1,5838565,2
chr1,5838533,2
chr1,5838522,2
chr1,5838346,2
chr1,5838190,2
chr1,5837932,2
chr1,5837909,2
chr1,5837885,2
chr1,5837841,2
chr1,5837832,2
chr1,5837732,2
chr1,5837583,2
chr1,5837487,2
chr1,5837281,2
chr1,5837231,2
chr1,5837224,2
chr1,5837194,2
chr1,5836997,2
chr1,5836944,2
chr1,5836911,2
chr1,5836831,2
chr1,5836563,2
chr1,5836557,2
chr1,5836436,2
chr1,5836428,2
chr1,5836097,2
chr1,5836072,2
chr1,5835973,2
chr1,5835873,2
chr1,5835851,2
chr1,5835845,2
chr1,5835842,2
chr1,5835804,2
chr1,5835789,2
chr1,5835598,2
chr1,5835322,2
chr1,5835252,2
chr1,5835224,2
chr1,5835190,2
chr1,5835140,2
chr1,5835039,2
chr1,5835017,2
chr1,5835004,2
chr1,5834957,2
chr1,5834790,2
chr1,5834684,2
chr1,5834529,2
chr1,5834487,2
chr1,5834465,2
chr1,5834458,2
chr1,5834439,2
chr1,5834390,2
chr1,5834198,2
chr1,5834175,2
chr1,5834078,2
chr1,5833854,2
chr1,5833621,2
chr1,5833460,2
chr1,5833267,2
chr1,5833259,2
chr1,5832847,2
chr1,5832638,2
chr1,5832409,2
chr1,5832345,2
chr1,5832243,2
chr1,5832193,2
chr1,5832031,2
chr1,5832011,2
chr1,5831814,2
chr1,5831769,2
chr1,5831330,2
chr1,5831279,2
chr1,5830840,2
chr1,5830800,2
chr1,5830693,2
chr1,5830624,2
chr1,5830560,2
chr1,5830321,2
chr1,5830285,2
chr1,5830282,2
chr1,5830233,2
chr1,5830156,2
chr1,5830037,2
chr1,5829899,2
chr1,5829881,2
chr1,5829668,2
chr1,5829591,2
chr1,5829573,2
chr1,5829486,2
chr1,5829419,2
chr1,5829418,2
chr1,5829036,2
chr1,5828987,2
chr1,5828972,2
chr1,5828957,2
chr1,5828877,2
chr1,5828794,2
chr1,5828790,2
chr1,5828783,2
chr1,5828774,2
chr1,5828753,2
chr1,5828531,2
chr1,5828445,2
chr1,5828129,2
chr1,5828120,2
chr1,5828066,2
chr1,5827788,2
chr1,5827771,2
chr1,5827588,2
chr1,5827544,2
chr1,5827532,2
chr1,5827518,2
chr1,5827516,2
chr1,5827483,2
chr1,5827272,2
chr1,5826994,2
chr1,5826966,2
chr1,5826842,2
chr1,5826766,2
chr1,5826704,2
chr1,5826424,2
chr1,5826280,2
chr1,5826161,2
chr1,5826152,2
chr1,5826124,2
chr1,5826091,2
chr1,5825989,2
chr1,5825824,2
chr1,5825767,2
chr1,5825760,2
chr1,5825754,2
chr1,5825622,2
chr1,5825569,2
chr1,5825490,2
chr1,5825469,2
chr1,5825291,2
chr1,5825091,2
chr1,5824963,2
chr1,5824948,2
chr1,5824895,2
chr1,5824772,2
chr1,5824693,2
chr1,5824645,2
chr1,5824567,2
chr1,5824553,2
chr1,5824478,2
chr1,5824463,2
chr1,5824344,2
chr1,5824056,2
chr1,5823961,2
chr1,5823960,2
chr1,5823892,2
chr1,5823833,2
chr1,5823814,2
chr1,5823741,2
chr1,5823734,2
chr1,5823712,2
chr1,5823702,2
chr1,5823298,2
chr1,5823194,2
chr1,5823147,2
chr1,5823099,2
chr1,5823043,2
chr1,5823005,2
chr1,5822839,2
chr1,5822677,2
chr1,5822551,2
chr1,5822535,2
chr1,5822406,2
chr1,5822170,2
chr1,5822130,2
chr1,5822041,2
chr1,5821965,2
chr1,5821875,2
chr1,5821742,2
chr1,5821730,2
chr1,5821635,2
chr1,5821533,2
chr1,5821508,2
chr1,5821338,2
chr1,5821272,2
chr1,5821158,2
chr1,5821028,2
chr1,5820982,2
chr1,5820962,2
chr1,5820749,2
chr1,5820741,2
chr1,5820643,2
chr1,5820475,2
chr1,5820406,2
chr1,5820362,2
chr1,5820287,2
chr1,5820239,2
chr1,5819941,2
chr1,5819905,2
chr1,5819852,2
chr1,5819765,2
chr1,5819759,2
chr1,5819757,2
chr1,5819730,2
chr1,5819648,2
chr1,5819475,2
chr1,5819448,2
chr1,5819291,2
chr1,5818988,2
chr1,5818987,2
chr1,5818897,2
chr1,5818849,2
chr1,5818807,2
chr1,5818752,2
chr1,5818616,2
chr1,5818346,2
chr1,5818331,2
chr1,5818251,2
chr1,5818180,2
chr1,5818173,2
chr1,5818114,2
chr1,5817948,2
chr1,5817808,2
chr1,5817803,2
chr1,5817798,2
chr1,5817505,2
chr1,5817186,2
chr1,5817092,2
chr1,5817041,2
chr1,5817035,2
chr1,5816908,2
chr1,5816812,2
chr1,5816787,2
chr1,5816728,2
chr1,5816453,2
chr1,5816268,2
chr1,5816161,2
chr1,5815871,2
chr1,5815693,2
chr1,5815648,2
chr1,5815604,2
chr1,5815416,2
chr1,5815373,2
chr1,5815372,2
chr1,5815262,2
chr1,5815196,2
chr1,5815091,2
chr1,5815073,2
chr1,5815060,2
chr1,5814993,2
chr1,5814858,2
chr1,5814808,2
chr1,5814693,2
chr1,5814627,2
chr1,5814510,2
chr1,5814436,2
chr1,5814306,2
chr1,5814186,2
chr1,5814167,2
chr1,5814160,2
chr1,5813978,2
chr1,5813922,2
chr1,5813821,2
chr1,5813804,2
chr1,5813695,2
chr1,5813660,2
chr1,5813639,2
chr1,5813590,2
chr1,5813570,2
chr1,5813349,2
chr1,5813327,2
chr1,5813271,2
chr1,5813233,2
chr1,5813191,2
chr1,5812731,2
chr1,5812697,2
chr1,5812689,2
chr1,5812576,2
chr1,5812558,2
chr1,5812356,2
chr1,5812297,2
chr1,5812275,2
chr1,5812227,2
chr1,5812169,2
chr1,5812036,2
chr1,5811975,2
chr1,5811842,2
chr1,5811599,2
chr1,5811588,2
chr1,5811356,2
chr1,5811316,2
chr1,5811306,2
chr1,5811037,2
chr1,5810316,2
chr1,5810095,2
chr1,5810012,2
chr1,5809871,2
chr1,5809762,2
chr1,5809690,2
chr1,5809682,2
chr1,5809600,2
chr1,5809537,2
chr1,5809482,2
chr1,5809434,2
chr1,5809339,2
chr1,5809193,2
chr1,5809073,2
chr1,5808742,2
chr1,5808650,2
chr1,5808485,2
chr1,5808457,2
chr1,5808418,2
chr1,5808271,2
chr1,5808262,2
chr1,5808219,2
chr1,5808165,2
chr1,5807997,2
chr1,5807767,2
chr1,5807752,2
chr1,5807728,2
chr1,5807422,2
chr1,5807312,2
chr1,5807141,2
chr1,5807056,2
chr1,5806803,2
chr1,5806790,2
chr1,5806644,2
chr1,5806643,2
chr1,5806634,2
chr1,5806514,2
chr1,5806139,2
chr1,5806069,2
chr1,5805871,2
chr1,5805796,2
chr1,5805609,2
chr1,5805513,2
chr1,5805390,2
chr1,5805382,2
chr1,5805318,2
chr1,5804894,2
chr1,5804810,2
chr1,5804754,2
chr1,5804527,2
chr1,5804355,2
chr1,5804350,2
chr1,5804117,2
chr1,5804016,2
chr1,5803864,2
chr1,5803796,2
chr1,5803653,2
chr1,5803358,2
chr1,5803243,2
chr1,5803106,2
chr1,5803070,2
chr1,5802986,2
chr1,5802926,2
chr1,5802686,2
chr1,5802323,2
chr1,5802274,2
chr1,5802111,2
chr1,5802056,2
chr1,5801976,2
chr1,5801671,2
chr1,5801544,2
chr1,5801485,2
chr1,5801423,2
chr1,5801420,2
chr1,5801298,2
chr1,5801257,2
chr1,5801256,2
chr1,5801233,2
chr1,5801202,2
chr1,5801192,2
chr1,5800898,2
chr1,5800688,2
chr1,5800660,2
chr1,5800607,2
chr1,5800538,2
chr1,5800322,2
chr1,5800032,2
chr1,5799923,2
chr1,5799817,2
chr1,5799759,2
chr1,5799674,2
chr1,5799565,2
chr1,5799498,2
chr1,5799495,2
chr1,5799483,2
chr1,5799475,2
chr1,5799435,2
chr1,5799263,2
chr1,5799163,2
chr1,5799135,2
chr1,5799014,2
chr1,5798970,2
chr1,5798920,2
chr1,5798784,2
chr1,5798756,2
chr1,5798755,2
chr1,5798716,2
chr1,5798624,2
chr1,5798319,2
chr1,5798127,2
chr1,5798126,2
chr1,5798089,2
chr1,5798077,2
chr1,5797915,2
chr1,5797857,2
chr1,5797784,2
chr1,5797572,2
chr1,5797553,2
chr1,5797504,2
chr1,5797481,2
chr1,5797456,2
chr1,5797255,2
chr1,5797044,2
chr1,5796854,2
chr1,5796765,2
chr1,5796596,2
chr1,5796535,2
chr1,5796380,2
chr1,5796194,2
chr1,5796119,2
chr1,5796033,2
chr1,5795930,2
chr1,5795747,2
chr1,5795738,2
chr1,5795709,2
chr1,5795234,2
chr1,5794718,2
chr1,5794713,2
chr1,5794617,2
chr1,5794367,2
chr1,5794095,2
chr1,5794084,2
chr1,5793334,2
chr1,5793297,2
chr1,5793090,2
chr1,5792987,2
chr1,5792935,2
chr1,5792908,2
chr1,5792594,2
chr1,5792555,2
chr1,5792519,2
chr1,5792340,2
chr1,5792256,2
chr1,5792148,2
chr1,5791921,2
chr1,5791879,2
chr1,5791832,2
chr1,5791830,2
chr1,5791798,2
chr1,5791704,2
chr1,5791606,2
chr1,5791585,2
chr1,5791372,2
chr1,5791246,2
chr1,5791182,2
chr1,5791143,2
chr1,5791101,2
chr1,5791007,2
chr1,5791002,2
chr1,5790940,2
chr1,5790627,2
chr1,5790459,2
chr1,5790427,2
chr1,5790412,2
chr1,5790381,2
chr1,5790246,2
chr1,5790052,2
chr1,5789943,2
chr1,5789634,2
chr1,5789611,2
chr1,5789583,2
chr1,5789545,2
chr1,5789486,2
chr1,5789375,2
chr1,5789314,2
chr1,5789283,2
chr1,5789119,2
chr1,5789051,2
chr1,5788955,2
chr1,5788656,2
chr1,5788485,2
chr1,5788433,2
chr1,5788272,2
chr1,5788245,2
chr1,5788159,2
chr1,5788157,2
chr1,5788130,2
chr1,5788121,2
chr1,5788110,2
chr1,5787750,2
chr1,5787749,2
chr1,5787736,2
chr1,5787536,2
chr1,5787458,2
chr1,5787369,2
chr1,5787356,2
chr1,5787348,2
chr1,5787304,2
chr1,5787271,2
chr1,5787259,2
chr1,5786920,2
chr1,5786910,2
chr1,5786871,2
chr1,5786795,2
chr1,5786776,2
chr1,5786717,2
chr1,5786516,2
chr1,5786380,2
chr1,5786351,2
chr1,5786264,2
chr1,5786228,2
chr1,5786160,2
chr1,5786047,2
chr1,5785954,2
chr1,5785884,2
chr1,5785726,2
chr1,5785638,2
chr1,5785392,2
chr1,5785313,2
chr1,5785295,2
chr1,5785102,2
chr1,5784973,2
chr1,5784916,2
chr1,5784875,2
chr1,5784760,2
chr1,5784743,2
chr1,5784519,2
chr1,5784229,2
chr1,5784153,2
chr1,5783935,2
chr1,5783830,2
chr1,5783804,2
chr1,5783720,2
chr1,5783667,2
chr1,5783617,2
chr1,5783603,2
chr1,5783471,2
chr1,5783344,2
chr1,5783259,2
chr1,5783119,2
chr1,5783069,2
chr1,5782943,2
chr1,5782908,2
chr1,5782874,2
chr1,5782866,2
chr1,5782802,2
chr1,5782709,2
chr1,5782642,2
chr1,5782477,2
chr1,5782377,2
chr1,5782318,2
chr1,5782142,2
chr1,5782034,2
chr1,5781867,2
chr1,5781764,2
chr1,5781417,2
chr1,5781335,2
chr1,5781199,2
chr1,5780915,2
chr1,5780761,2
chr1,5780706,2
chr1,5780689,2
chr1,5780686,2
chr1,5780562,2
chr1,5780460,2
chr1,5780291,2
chr1,5780257,2
chr1,5780238,2
chr1,5780090,2
chr1,5780058,2
chr1,5779872,2
chr1,5779409,2
chr1,5779348,2
chr1,5779291,2
chr1,5779260,2
chr1,5779242,2
chr1,5779041,2
chr1,5778965,2
chr1,5778774,2
chr1,5778710,2
chr1,5778697,2
chr1,5778478,2
chr1,5778379,2
chr1,5778317,2
chr1,5778136,2
chr1,5778038,2
chr1,5777944,2
chr1,5777912,2
chr1,5777898,2
chr1,5777838,2
chr1,5777754,2
chr1,5777717,2
chr1,5777648,2
chr1,5777541,2
chr1,5777477,2
chr1,5777476,2
chr1,5777112,2
chr1,5776959,2
chr1,5776935,2
chr1,5776901,2
chr1,5776833,2
chr1,5776756,2
chr1,5776754,2
chr1,5776679,2
chr1,5776587,2
chr1,5776552,2
chr1,5776283,2
chr1,5776233,2
chr1,5775884,2
chr1,5775638,2
chr1,5775607,2
chr1,5775531,2
chr1,5775420,2
chr1,5775415,2
chr1,5775171,2
chr1,5775021,2
chr1,5774989,2
chr1,5774871,2
chr1,5774662,2
chr1,5774470,2
chr1,5774464,2
chr1,5774404,2
chr1,5774215,2
chr1,5774187,2
chr1,5774088,2
chr1,5773962,2
chr1,5773948,2
chr1,5773862,2
chr1,5773858,2
chr1,5773824,2
chr1,5773747,2
chr1,5773634,2
chr1,5773547,2
chr1,5773526,2
chr1,5773503,2
chr1,5773460,2
chr1,5773422,2
chr1,5773403,2
chr1,5773387,2
chr1,5773315,2
chr1,5773278,2
chr1,5773111,2
chr1,5773026,2
chr1,5773003,2
chr1,5772650,2
chr1,5772480,2
chr1,5772427,2
chr1,5772400,2
chr1,5772376,2
chr1,5772102,2
chr1,5772042,2
chr1,5771987,2
chr1,5771971,2
chr1,5771909,2
chr1,5771869,2
chr1,5771850,2
chr1,5771773,2
chr1,5771744,2
chr1,5771651,2
chr1,5771580,2
chr1,5771564,2
chr1,5771506,2
chr1,5771487,2
chr1,5771397,2
chr1,5771224,2
chr1,5771111,2
chr1,5771063,2
chr1,5771030,2
chr1,5770948,2
chr1,5770880,2
chr1,5770796,2
chr1,5770569,2
chr1,5770514,2
chr1,5770417,2
chr1,5770378,2
chr1,5770300,2
chr1,5770019,2
chr1,5769978,2
chr1,5769786,2
chr1,5769596,2
chr1,5769464,2
chr1,5769424,2
chr1,5769300,2
chr1,5769277,2
chr1,5769230,2
chr1,5769143,2
chr1,5768688,2
chr1,5768631,2
chr1,5768590,2
chr1,5768577,2
chr1,5768545,2
chr1,5768465,2
chr1,5768281,2
chr1,5768209,2
chr1,5768109,2
chr1,5768014,2
chr1,5767873,2
chr1,5767734,2
chr1,5767679,2
chr1,5767648,2
chr1,5767621,2
chr1,5767527,2
chr1,5767493,2
chr1,5767443,2
chr1,5767327,2
chr1,5767255,2
chr1,5767107,2
chr1,5767050,2
chr1,5766872,2
chr1,5766840,2
chr1,5766733,2
chr1,5766592,2
chr1,5766450,2
chr1,5766299,2
chr1,5766278,2
chr1,5766196,2
chr1,5766017,2
chr1,5765582,2
chr1,5765462,2
chr1,5765446,2
chr1,5765439,2
chr1,5765238,2
chr1,5765213,2
chr1,5765201,2
chr1,5764952,2
chr1,5764834,2
chr1,5764779,2
chr1,5764777,2
chr1,5764588,2
chr1,5764581,2
chr1,5764486,2
chr1,5764472,2
chr1,5764467,2
chr1,5764369,2
chr1,5763984,2
chr1,5763904,2
chr1,5763828,2
chr1,5763810,2
chr1,5763785,2
chr1,5763688,2
chr1,5763449,2
chr1,5763368,2
chr1,5763333,2
chr1,5763151,2
chr1,5763118,2
chr1,5763028,2
chr1,5762906,2
chr1,5762793,2
chr1,5762727,2
chr1,5762709,2
chr1,5762672,2
chr1,5762558,2
chr1,5762454,2
chr1,5762271,2
chr1,5762155,2
chr1,5762111,2
chr1,5762110,2
chr1,5761998,2
chr1,5761958,2
chr1,5761921,2
chr1,5761880,2
chr1,5761793,2
chr1,5761742,2
chr1,5761523,2
chr1,5761473,2
chr1,5761386,2
chr1,5761340,2
chr1,5761288,2
chr1,5761214,2
chr1,5761135,2
chr1,5761020,2
chr1,5761018,2
chr1,5760979,2
chr1,5760888,2
chr1,5760870,2
chr1,5760761,2
chr1,5760735,2
chr1,5760457,2
chr1,5760385,2
chr1,5760248,2
chr1,5760020,2
chr1,5759950,2
chr1,5759766,2
chr1,5759634,2
chr1,5759591,2
chr1,5759577,2
chr1,5759461,2
chr1,5759057,2
chr1,5758993,2
chr1,5758966,2
chr1,5758932,2
chr1,5758926,2
chr1,5758912,2
chr1,5758907,2
chr1,5758828,2
chr1,5758826,2
chr1,5758618,2
chr1,5758612,2
chr1,5758578,2
chr1,5758478,2
chr1,5758455,2
chr1,5758357,2
chr1,5758204,2
chr1,5758119,2
chr1,5758066,2
chr1,5758050,2
chr1,5757997,2
chr1,5757996,2
chr1,5757944,2
chr1,5757873,2
chr1,5757860,2
chr1,5757695,2
chr1,5757547,2
chr1,5757498,2
chr1,5757409,2
chr1,5757345,2
chr1,5757271,2
chr1,5757201,2
chr1,5757200,2
chr1,5757001,2
chr1,5756962,2
chr1,5756954,2
chr1,5756926,2
chr1,5756612,2
chr1,5756453,2
chr1,5756364,2
chr1,5756171,2
chr1,5756102,2
chr1,5755964,2
chr1,5755960,2
chr1,5755896,2
chr1,5755886,2
chr1,5755872,2
chr1,5755841,2
chr1,5755682,2
chr1,5755576,2
chr1,5755496,2
chr1,5755476,2
chr1,5755120,2
chr1,5755086,2
chr1,5755013,2
chr1,5754866,2
chr1,5754842,2
chr1,5754833,2
chr1,5754801,2
chr1,5754768,2
chr1,5754706,2
chr1,5754697,2
chr1,5754182,2
chr1,5754181,2
chr1,5754106,2
chr1,5753941,2
chr1,5753872,2
chr1,5753704,2
chr1,5753477,2
chr1,5753472,2
chr1,5753392,2
chr1,5753360,2
chr1,5753342,2
chr1,5753320,2
chr1,5753217,2
chr1,5753062,2
chr1,5752980,2
chr1,5752979,2
chr1,5752959,2
chr1,5752592,2
chr1,5752566,2
chr1,5752554,2
chr1,5752499,2
chr1,5752366,2
chr1,5752282,2
chr1,5752269,2
chr1,5752224,2
chr1,5752202,2
chr1,5752080,2
chr1,5751854,2
chr1,5751675,2
chr1,5751535,2
chr1,5751414,2
chr1,5751402,2
chr1,5751383,2
chr1,5751363,2
chr1,5751221,2
chr1,5750929,2
chr1,5750856,2
chr1,5750364,2
chr1,5750340,2
chr1,5750318,2
chr1,5750263,2
chr1,5750232,2
chr1,5750193,2
chr1,5750144,2
chr1,5749890,2
chr1,5749763,2
chr1,5749762,2
chr1,5749625,2
chr1,5749564,2
chr1,5749560,2
chr1,5749536,2
chr1,5749350,2
chr1,5749107,2
chr1,5748996,2
chr1,5748871,2
chr1,5748861,2
chr1,5748859,2
chr1,5748840,2
chr1,5748763,2
chr1,5748620,2
chr1,5748517,2
chr1,5748425,2
chr1,5748405,2
chr1,5747997,2
chr1,5747805,2
chr1,5747768,2
chr1,5747729,2
chr1,5747666,2
chr1,5747639,2
chr1,5747588,2
chr1,5747418,2
chr1,5747374,2
chr1,5747333,2
chr1,5747328,2
chr1,5747047,2
chr1,5746984,2
chr1,5746874,2
chr1,5746844,2
chr1,5746831,2
chr1,5746809,2
chr1,5746693,2
chr1,5746679,2
chr1,5746623,2
chr1,5746539,2
chr1,5746512,2
chr1,5746484,2
chr1,5746260,2
chr1,5745918,2
chr1,5745877,2
chr1,5745816,2
chr1,5745732,2
chr1,5745678,2
chr1,5745388,2
chr1,5745384,2
chr1,5745383,2
chr1,5745329,2
chr1,5744955,2
chr1,5744826,2
chr1,5744729,2
chr1,5744655,2
chr1,5744529,2
chr1,5744482,2
chr1,5744478,2
chr1,5744374,2
chr1,5744203,2
chr1,5744199,2
chr1,5744189,2
chr1,5744185,2
chr1,5744169,2
chr1,5744128,2
chr1,5744125,2
chr1,5743729,2
chr1,5743600,2
chr1,5743573,2
chr1,5743562,2
chr1,5743515,2
chr1,5743514,2
chr1,5743326,2
chr1,5743260,2
chr1,5743143,2
chr1,5743072,2
chr1,5743006,2
chr1,5742920,2
chr1,5742854,2
chr1,5742826,2
chr1,5742813,2
chr1,5742709,2
chr1,5742647,2
chr1,5742623,2
chr1,5742618,2
chr1,5742525,2
chr1,5742516,2
chr1,5742500,2
chr1,5742453,2
chr1,5742420,2
chr1,5742348,2
chr1,5742283,2
chr1,5742277,2
chr1,5741979,2
chr1,5741883,2
chr1,5741701,2
chr1,5741668,2
chr1,5741637,2
chr1,5741485,2
chr1,5741369,2
chr1,5741280,2
chr1,5741146,2
chr1,5741107,2
chr1,5740915,2
chr1,5740907,2
chr1,5740761,2
chr1,5740607,2
chr1,5740438,2
chr1,5740408,2
chr1,5740225,2
chr1,5740176,2
chr1,5740169,2
chr1,5739974,2
chr1,5739951,2
chr1,5739942,2
chr1,5739925,2
chr1,5739837,2
chr1,5739816,2
chr1,5739745,2
chr1,5739550,2
chr1,5739536,2
chr1,5739497,2
chr1,5739419,2
chr1,5739186,2
chr1,5739185,2
chr1,5739172,2
chr1,5739142,2
chr1,5738921,2
chr1,5738906,2
chr1,5738838,2
chr1,5738573,2
chr1,5738240,2
chr1,5738119,2
chr1,5738076,2
chr1,5737740,2
chr1,5737601,2
chr1,5737588,2
chr1,5737586,2
chr1,5737042,2
chr1,5736937,2
chr1,5736742,2
chr1,5736657,2
chr1,5736580,2
chr1,5736527,2
chr1,5736489,2
chr1,5736453,2
chr1,5736432,2
chr1,5736282,2
chr1,5736246,2
chr1,5736089,2
chr1,5735869,2
chr1,5735680,2
chr1,5735522,2
chr1,5735396,2
chr1,5735190,2
chr1,5735143,2
chr1,5735103,2
chr1,5734919,2
chr1,5734701,2
chr1,5734660,2
chr1,5734598,2
chr1,5733872,2
chr1,5733606,2
chr1,5732971,2
chr1,5732856,2
chr1,5732721,2
chr1,5732546,2
chr1,5732507,2
chr1,5732429,2
chr1,5732278,2
chr1,5732175,2
chr1,5731943,2
chr1,5731906,2
chr1,5731860,2
chr1,5731790,2
chr1,5731784,2
chr1,5731600,2
chr1,5731443,2
chr1,5731416,2
chr1,5731334,2
chr1,5731095,2
chr1,5731091,2
chr1,5731036,2
chr1,5730904,2
chr1,5730754,2
chr1,5730657,2
chr1,5730646,2
chr1,5730550,2
chr1,5730546,2
chr1,5730420,2
chr1,5730372,2
chr1,5730323,2
chr1,5730260,2
chr1,5730254,2
chr1,5730253,2
chr1,5730033,2
chr1,5729965,2
chr1,5729930,2
chr1,5729800,2
chr1,5729691,2
chr1,5729636,2
chr1,5729622,2
chr1,5729429,2
chr1,5729361,2
chr1,5729341,2
chr1,5728945,2
chr1,5728855,2
chr1,5728813,2
chr1,5728692,2
chr1,5728485,2
chr1,5728452,2
chr1,5728406,2
chr1,5728397,2
chr1,5728277,2
chr1,5728108,2
chr1,5727993,2
chr1,5727991,2
chr1,5727674,2
chr1,5727601,2
chr1,5727596,2
chr1,5727559,2
chr1,5727343,2
chr1,5727294,2
chr1,5727122,2
chr1,5727060,2
chr1,5727004,2
chr1,5726961,2
chr1,5726864,2
chr1,5726802,2
chr1,5726769,2
chr1,5726704,2
chr1,5726548,2
chr1,5726455,2
chr1,5726449,2
chr1,5726332,2
chr1,5726299,2
chr1,5726294,2
chr1,5726282,2
chr1,5726270,2
chr1,5726262,2
chr1,5726234,2
chr1,5725985,2
chr1,5725944,2
chr1,5725914,2
chr1,5725886,2
chr1,5725685,2
chr1,5725644,2
chr1,5725489,2
chr1,5725356,2
chr1,5725223,2
chr1,5725099,2
chr1,5724965,2
chr1,5724906,2
chr1,5724897,2
chr1,5724844,2
chr1,5724745,2
chr1,5724714,2
chr1,5724674,2
chr1,5724482,2
chr1,5724337,2
chr1,5724294,2
chr1,5724278,2
chr1,5724174,2
chr1,5724029,2
chr1,5723985,2
chr1,5723957,2
chr1,5723904,2
chr1,5723849,2
chr1,5723811,2
chr1,5723659,2
chr1,5723423,2
chr1,5723386,2
chr1,5723219,2
chr1,5723139,2
chr1,5723014,2
chr1,5722845,2
chr1,5722707,2
chr1,5722634,2
chr1,5722573,2
chr1,5722488,2
chr1,5722333,2
chr1,5722156,2
chr1,5722010,2
chr1,5721963,2
chr1,5721630,2
chr1,5721612,2
chr1,5721391,2
chr1,5721266,2
chr1,5721041,2
chr1,5720973,2
chr1,5720938,2
chr1,5720736,2
chr1,5720662,2
chr1,5719908,2
chr1,5719781,2
chr1,5719755,2
chr1,5719622,2
chr1,5719599,2
chr1,5719529,2
chr1,5719521,2
chr1,5719452,2
chr1,5719414,2
chr1,5719413,2
chr1,5719397,2
chr1,5719260,2
chr1,5719094,2
chr1,5719058,2
chr1,5718987,2
chr1,5718891,2
chr1,5718780,2
chr1,5718717,2
chr1,5718607,2
chr1,5718568,2
chr1,5718547,2
chr1,5718515,2
chr1,5718371,2
chr1,5718361,2
chr1,5718358,2
chr1,5718301,2
chr1,5718198,2
chr1,5718036,2
chr1,5717625,2
chr1,5717530,2
chr1,5717442,2
chr1,5717349,2
chr1,5717331,2
chr1,5717283,2
chr1,5717280,2
chr1,5717241,2
chr1,5717235,2
chr1,5717126,2
chr1,5716821,2
chr1,5716726,2
chr1,5716568,2
chr1,5716412,2
chr1,5716404,2
chr1,5716397,2
chr1,5716386,2
chr1,5716324,2
chr1,5716255,2
chr1,5716143,2
chr1,5715953,2
chr1,5715646,2
chr1,5715512,2
chr1,5715470,2
chr1,5715373,2
chr1,5715172,2
chr1,5715101,2
chr1,5715063,2
chr1,5714971,2
chr1,5714836,2
chr1,5714695,2
chr1,5714693,2
chr1,5714448,2
chr1,5714390,2
chr1,5714367,2
chr1,5714180,2
chr1,5713929,2
chr1,5713884,2
chr1,5713792,2
chr1,5713732,2
chr1,5713718,2
chr1,5713629,2
chr1,5713582,2
chr1,5713580,2
chr1,5713522,2
chr1,5713465,2
chr1,5713439,2
chr1,5713377,2
chr1,5713369,2
chr1,5713258,2
chr1,5713240,2
chr1,5713172,2
chr1,5713068,2
chr1,5712943,2
chr1,5712734,2
chr1,5712685,2
chr1,5712657,2
chr1,5712606,2
chr1,5712597,2
chr1,5712583,2
chr1,5712575,2
chr1,5712574,2
chr1,5712546,2
chr1,5712503,2
chr1,5712371,2
chr1,5712364,2
chr1,5712327,2
chr1,5712269,2
chr1,5712195,2
chr1,5712065,2
chr1,5711992,2
chr1,5711938,2
chr1,5711880,2
chr1,5711876,2
chr1,5711802,2
chr1,5711621,2
chr1,5711550,2
chr1,5711542,2
chr1,5711439,2
chr1,5711179,2
chr1,5711074,2
chr1,5711043,2
chr1,5710969,2
chr1,5710933,2
chr1,5710918,2
